producer_price_index_item,month_of_forecast,year_of_forecast,year_being_forecast,attribute,forecast_percent_change
Wholesale beef,November,2017,2018,Lower bound of forecast range,-5.0
Wholesale beef,November,2017,2018,Upper bound of forecast range,-4.0
Wholesale beef,December,2017,2018,Lower bound of forecast range,-3.0
Wholesale poultry,July,2017,2018,Upper bound of forecast range,3.0
Wholesale poultry,July,2017,2018,Lower bound of forecast range,2.0
Wholesale fats and oils,July,2017,2018,Lower bound of forecast range,-2.0
Wholesale fats and oils,July,2017,2018,Upper bound of forecast range,-1.0
Wholesale fats and oils,August,2017,2018,Lower bound of forecast range,-2.0
Wholesale fats and oils,August,2017,2018,Upper bound of forecast range,-1.0
Wholesale pork,December,2017,2018,Upper bound of forecast range,1.5
Wholesale pork,December,2017,2018,Lower bound of forecast range,0.5
Wholesale pork,November,2017,2018,Upper bound of forecast range,2.0
Wholesale pork,November,2017,2018,Lower bound of forecast range,1.0
Wholesale pork,October,2017,2018,Upper bound of forecast range,2.0
Wholesale pork,October,2017,2018,Lower bound of forecast range,1.0
Wholesale poultry,August,2017,2018,Upper bound of forecast range,3.0
Wholesale pork,September,2017,2018,Upper bound of forecast range,3.5
Wholesale pork,August,2017,2018,Upper bound of forecast range,3.5
Wholesale pork,August,2017,2018,Lower bound of forecast range,2.5
Wholesale pork,July,2017,2018,Upper bound of forecast range,3.5
Wholesale pork,July,2017,2018,Lower bound of forecast range,2.5
Wholesale fats and oils,September,2017,2018,Upper bound of forecast range,-1.0
Wholesale fats and oils,October,2017,2018,Lower bound of forecast range,-2.0
Wholesale fats and oils,October,2017,2018,Upper bound of forecast range,-1.0
Wholesale fats and oils,November,2017,2018,Lower bound of forecast range,-2.0
Wholesale fats and oils,November,2017,2018,Upper bound of forecast range,-1.0
Wholesale fats and oils,December,2017,2018,Lower bound of forecast range,-2.0
Wholesale fats and oils,December,2017,2018,Upper bound of forecast range,-1.0
Wholesale beef,December,2017,2018,Upper bound of forecast range,-2.0
Wholesale pork,September,2017,2018,Lower bound of forecast range,2.5
Wholesale wheat flour,September,2017,2018,Lower bound of forecast range,-3.0
Wholesale fats and oils,September,2017,2018,Lower bound of forecast range,-2.0
Wholesale wheat flour,October,2017,2018,Lower bound of forecast range,-4.0
Wholesale fats and oils,April,2017,2017,Lower bound of forecast range,2.0
Wholesale fats and oils,April,2017,2017,Upper bound of forecast range,3.0
Wholesale fats and oils,May,2017,2017,Lower bound of forecast range,2.0
Wholesale fats and oils,May,2017,2017,Upper bound of forecast range,3.0
Farm-level wheat,November,2017,2017,Upper bound of forecast range,9.5
Farm-level wheat,November,2017,2017,Lower bound of forecast range,8.5
Wholesale fats and oils,June,2017,2017,Lower bound of forecast range,3.0
Wholesale fats and oils,June,2017,2017,Upper bound of forecast range,4.0
Wholesale fats and oils,July,2017,2017,Lower bound of forecast range,5.0
Wholesale fats and oils,July,2017,2017,Upper bound of forecast range,6.0
Wholesale fats and oils,August,2017,2017,Lower bound of forecast range,4.0
Wholesale fats and oils,August,2017,2017,Upper bound of forecast range,5.0
Wholesale fats and oils,March,2017,2017,Upper bound of forecast range,1.0
Wholesale fats and oils,September,2017,2017,Lower bound of forecast range,3.0
Wholesale fats and oils,October,2017,2017,Lower bound of forecast range,3.0
Wholesale fats and oils,October,2017,2017,Upper bound of forecast range,4.0
Wholesale fats and oils,November,2017,2017,Lower bound of forecast range,3.0
Wholesale fats and oils,November,2017,2017,Upper bound of forecast range,4.0
Wholesale fats and oils,December,2017,2017,Lower bound of forecast range,3.0
Farm-level wheat,January,2017,2017,Upper bound of forecast range,0.0
Farm-level wheat,October,2017,2017,Upper bound of forecast range,10.0
Farm-level wheat,October,2017,2017,Lower bound of forecast range,9.0
Farm-level wheat,September,2017,2017,Upper bound of forecast range,11.0
Farm-level wheat,September,2017,2017,Lower bound of forecast range,10.0
Farm-level wheat,August,2017,2017,Upper bound of forecast range,21.0
Farm-level wheat,August,2017,2017,Lower bound of forecast range,20.0
Wholesale fats and oils,September,2017,2017,Upper bound of forecast range,4.0
Wholesale fats and oils,March,2017,2017,Lower bound of forecast range,0.0
Wholesale fats and oils,February,2017,2017,Upper bound of forecast range,1.0
Wholesale fats and oils,February,2017,2017,Lower bound of forecast range,0.0
Farm-level soybeans,March,2017,2017,Upper bound of forecast range,4.0
Farm-level soybeans,April,2017,2017,Lower bound of forecast range,3.0
Farm-level soybeans,April,2017,2017,Upper bound of forecast range,4.0
Farm-level soybeans,May,2017,2017,Lower bound of forecast range,0.0
Farm-level soybeans,May,2017,2017,Upper bound of forecast range,1.0
Farm-level soybeans,June,2017,2017,Lower bound of forecast range,-0.5
Farm-level soybeans,June,2017,2017,Upper bound of forecast range,0.5
Farm-level soybeans,July,2017,2017,Lower bound of forecast range,-0.5
Farm-level soybeans,July,2017,2017,Upper bound of forecast range,0.5
Farm-level soybeans,August,2017,2017,Lower bound of forecast range,-0.5
Farm-level soybeans,August,2017,2017,Upper bound of forecast range,0.5
Farm-level soybeans,September,2017,2017,Lower bound of forecast range,-0.5
Farm-level soybeans,September,2017,2017,Upper bound of forecast range,0.5
Farm-level soybeans,October,2017,2017,Lower bound of forecast range,-3.0
Farm-level soybeans,October,2017,2017,Upper bound of forecast range,-2.0
Farm-level soybeans,November,2017,2017,Lower bound of forecast range,-2.0
Farm-level soybeans,November,2017,2017,Upper bound of forecast range,-1.0
Farm-level soybeans,December,2017,2017,Lower bound of forecast range,-2.0
Farm-level soybeans,December,2017,2017,Upper bound of forecast range,-1.0
Wholesale wheat flour,February,2017,2017,Upper bound of forecast range,-8.0
Wholesale wheat flour,February,2017,2017,Lower bound of forecast range,-9.0
Wholesale wheat flour,January,2017,2017,Upper bound of forecast range,-9.0
Wholesale wheat flour,January,2017,2017,Lower bound of forecast range,-10.0
Farm-level wheat,December,2017,2017,Upper bound of forecast range,7.5
Farm-level wheat,December,2017,2017,Lower bound of forecast range,6.5
Wholesale fats and oils,January,2017,2017,Lower bound of forecast range,0.0
Wholesale fats and oils,January,2017,2017,Upper bound of forecast range,1.0
Farm-level wheat,July,2017,2017,Upper bound of forecast range,15.0
Farm-level wheat,July,2017,2017,Lower bound of forecast range,14.0
Farm-level wheat,June,2017,2017,Upper bound of forecast range,3.5
Wholesale fats and oils,December,2017,2017,Upper bound of forecast range,4.0
Farm-level fruits,December,2017,2017,Upper bound of forecast range,6.0
Farm-level vegetables,January,2017,2017,Lower bound of forecast range,-10.0
Farm-level vegetables,January,2017,2017,Upper bound of forecast range,-9.0
Farm-level vegetables,February,2017,2017,Lower bound of forecast range,-12.0
Wholesale wheat flour,September,2017,2018,Upper bound of forecast range,-2.0
Farm-level vegetables,February,2017,2017,Upper bound of forecast range,-11.0
Farm-level vegetables,March,2017,2017,Lower bound of forecast range,-12.0
Farm-level vegetables,March,2017,2017,Upper bound of forecast range,-11.0
Farm-level vegetables,April,2017,2017,Lower bound of forecast range,-12.0
Farm-level vegetables,April,2017,2017,Upper bound of forecast range,-11.0
Farm-level vegetables,May,2017,2017,Lower bound of forecast range,-5.0
Farm-level vegetables,May,2017,2017,Upper bound of forecast range,-4.0
Farm-level vegetables,June,2017,2017,Lower bound of forecast range,-5.0
Farm-level vegetables,June,2017,2017,Upper bound of forecast range,-4.0
Farm-level vegetables,July,2017,2017,Lower bound of forecast range,-5.0
Farm-level vegetables,July,2017,2017,Upper bound of forecast range,-4.0
Farm-level vegetables,August,2017,2017,Lower bound of forecast range,-2.0
Farm-level vegetables,August,2017,2017,Upper bound of forecast range,-1.0
Farm-level vegetables,September,2017,2017,Lower bound of forecast range,-2.0
Farm-level vegetables,September,2017,2017,Upper bound of forecast range,-1.0
Farm-level vegetables,October,2017,2017,Lower bound of forecast range,1.5
Farm-level vegetables,October,2017,2017,Upper bound of forecast range,2.5
Farm-level vegetables,November,2017,2017,Lower bound of forecast range,3.0
Farm-level vegetables,November,2017,2017,Upper bound of forecast range,4.0
Farm-level vegetables,December,2017,2017,Lower bound of forecast range,6.0
Farm-level vegetables,December,2017,2017,Upper bound of forecast range,7.0
Farm-level wheat,January,2017,2017,Lower bound of forecast range,-1.0
Farm-level fruits,December,2017,2017,Lower bound of forecast range,5.0
Farm-level soybeans,March,2017,2017,Lower bound of forecast range,3.0
Farm-level fruits,November,2017,2017,Upper bound of forecast range,6.0
Farm-level fruits,October,2017,2017,Upper bound of forecast range,6.0
Farm-level fruits,January,2017,2017,Lower bound of forecast range,-8.0
Farm-level fruits,January,2017,2017,Upper bound of forecast range,-7.0
Farm-level fruits,February,2017,2017,Lower bound of forecast range,-8.0
Farm-level fruits,February,2017,2017,Upper bound of forecast range,-7.0
Farm-level fruits,March,2017,2017,Lower bound of forecast range,-8.0
Farm-level fruits,March,2017,2017,Upper bound of forecast range,-7.0
Farm-level fruits,April,2017,2017,Lower bound of forecast range,-8.0
Farm-level fruits,April,2017,2017,Upper bound of forecast range,-7.0
Farm-level fruits,May,2017,2017,Lower bound of forecast range,1.0
Farm-level fruits,May,2017,2017,Upper bound of forecast range,2.0
Farm-level fruits,June,2017,2017,Lower bound of forecast range,1.0
Farm-level fruits,June,2017,2017,Upper bound of forecast range,2.0
Farm-level fruits,July,2017,2017,Lower bound of forecast range,1.0
Farm-level fruits,July,2017,2017,Upper bound of forecast range,2.0
Farm-level fruits,August,2017,2017,Lower bound of forecast range,1.0
Farm-level wheat,June,2017,2017,Lower bound of forecast range,2.5
Farm-level wheat,May,2017,2017,Upper bound of forecast range,3.5
Farm-level wheat,May,2017,2017,Lower bound of forecast range,2.5
Farm-level wheat,April,2017,2017,Upper bound of forecast range,3.5
Farm-level wheat,April,2017,2017,Lower bound of forecast range,2.5
Farm-level wheat,March,2017,2017,Upper bound of forecast range,3.5
Farm-level wheat,March,2017,2017,Lower bound of forecast range,2.5
Farm-level wheat,February,2017,2017,Upper bound of forecast range,0.0
Farm-level fruits,August,2017,2017,Upper bound of forecast range,2.0
Farm-level fruits,September,2017,2017,Lower bound of forecast range,1.0
Farm-level fruits,September,2017,2017,Upper bound of forecast range,2.0
Farm-level fruits,October,2017,2017,Lower bound of forecast range,5.0
Farm-level fruits,November,2017,2017,Lower bound of forecast range,5.0
Farm-level soybeans,February,2017,2017,Upper bound of forecast range,2.0
Farm-level wheat,February,2017,2017,Lower bound of forecast range,-1.0
Farm-level soybeans,January,2017,2017,Upper bound of forecast range,2.0
Farm-level eggs,November,2017,2017,Upper bound of forecast range,21.0
Farm-level eggs,November,2017,2017,Lower bound of forecast range,20.0
Farm-level eggs,October,2017,2017,Upper bound of forecast range,18.5
Farm-level eggs,October,2017,2017,Lower bound of forecast range,17.5
Farm-level eggs,September,2017,2017,Upper bound of forecast range,4.0
Farm-level eggs,September,2017,2017,Lower bound of forecast range,3.0
Farm-level eggs,August,2017,2017,Upper bound of forecast range,1.0
Farm-level eggs,December,2017,2017,Lower bound of forecast range,28.0
Farm-level eggs,August,2017,2017,Lower bound of forecast range,0.0
Farm-level eggs,July,2017,2017,Lower bound of forecast range,0.0
Farm-level eggs,June,2017,2017,Upper bound of forecast range,1.0
Farm-level eggs,June,2017,2017,Lower bound of forecast range,0.0
Farm-level eggs,May,2017,2017,Upper bound of forecast range,3.0
Farm-level eggs,May,2017,2017,Lower bound of forecast range,2.0
Farm-level eggs,April,2017,2017,Upper bound of forecast range,-4.5
Farm-level soybeans,February,2017,2017,Lower bound of forecast range,1.0
Farm-level eggs,July,2017,2017,Upper bound of forecast range,1.0
Farm-level eggs,December,2017,2017,Upper bound of forecast range,29.0
Farm-level milk,January,2017,2017,Lower bound of forecast range,4.0
Farm-level milk,January,2017,2017,Upper bound of forecast range,5.0
Farm-level milk,October,2017,2017,Lower bound of forecast range,9.0
Farm-level milk,September,2017,2017,Upper bound of forecast range,10.0
Farm-level milk,September,2017,2017,Lower bound of forecast range,9.0
Farm-level milk,August,2017,2017,Upper bound of forecast range,10.0
Farm-level milk,August,2017,2017,Lower bound of forecast range,9.0
Farm-level milk,July,2017,2017,Upper bound of forecast range,8.0
Farm-level milk,July,2017,2017,Lower bound of forecast range,7.0
Farm-level milk,June,2017,2017,Upper bound of forecast range,8.0
Farm-level milk,June,2017,2017,Lower bound of forecast range,7.0
Farm-level milk,May,2017,2017,Upper bound of forecast range,8.0
Farm-level milk,May,2017,2017,Lower bound of forecast range,7.0
Farm-level milk,April,2017,2017,Upper bound of forecast range,8.0
Farm-level milk,April,2017,2017,Lower bound of forecast range,7.0
Farm-level milk,March,2017,2017,Upper bound of forecast range,8.0
Farm-level milk,March,2017,2017,Lower bound of forecast range,7.0
Farm-level milk,February,2017,2017,Upper bound of forecast range,8.0
Farm-level milk,February,2017,2017,Lower bound of forecast range,7.0
Farm-level eggs,March,2017,2017,Upper bound of forecast range,-5.5
Farm-level milk,October,2017,2017,Upper bound of forecast range,10.0
Farm-level eggs,March,2017,2017,Lower bound of forecast range,-6.5
Farm-level eggs,February,2017,2017,Lower bound of forecast range,-5.0
Wholesale poultry,March,2017,2017,Lower bound of forecast range,1.0
Wholesale poultry,February,2017,2017,Upper bound of forecast range,2.0
Wholesale poultry,February,2017,2017,Lower bound of forecast range,1.0
Wholesale poultry,January,2017,2017,Upper bound of forecast range,2.0
Wholesale poultry,January,2017,2017,Lower bound of forecast range,1.0
Wholesale pork,December,2017,2017,Upper bound of forecast range,4.0
Wholesale pork,December,2017,2017,Lower bound of forecast range,3.0
Wholesale poultry,March,2017,2017,Upper bound of forecast range,2.0
Wholesale pork,November,2017,2017,Upper bound of forecast range,4.0
Wholesale pork,October,2017,2017,Upper bound of forecast range,4.0
Wholesale pork,October,2017,2017,Lower bound of forecast range,3.0
Wholesale wheat flour,December,2017,2018,Upper bound of forecast range,-3.0
Wholesale wheat flour,December,2017,2018,Lower bound of forecast range,-4.0
Wholesale wheat flour,November,2017,2018,Upper bound of forecast range,-3.0
Wholesale wheat flour,November,2017,2018,Lower bound of forecast range,-4.0
Wholesale wheat flour,October,2017,2018,Upper bound of forecast range,-3.0
Wholesale pork,November,2017,2017,Lower bound of forecast range,3.0
Wholesale poultry,April,2017,2017,Lower bound of forecast range,1.0
Wholesale poultry,April,2017,2017,Upper bound of forecast range,2.0
Wholesale poultry,May,2017,2017,Lower bound of forecast range,1.0
Farm-level eggs,January,2017,2017,Upper bound of forecast range,-24.0
Farm-level eggs,January,2017,2017,Lower bound of forecast range,-25.0
Wholesale poultry,December,2017,2017,Upper bound of forecast range,2.5
Wholesale poultry,December,2017,2017,Lower bound of forecast range,1.5
Wholesale poultry,November,2017,2017,Upper bound of forecast range,3.0
Wholesale poultry,November,2017,2017,Lower bound of forecast range,2.0
Wholesale poultry,October,2017,2017,Upper bound of forecast range,3.5
Wholesale poultry,October,2017,2017,Lower bound of forecast range,2.5
Wholesale poultry,September,2017,2017,Upper bound of forecast range,4.0
Wholesale poultry,September,2017,2017,Lower bound of forecast range,3.0
Wholesale poultry,August,2017,2017,Upper bound of forecast range,4.0
Wholesale poultry,August,2017,2017,Lower bound of forecast range,3.0
Wholesale poultry,July,2017,2017,Upper bound of forecast range,4.0
Wholesale poultry,July,2017,2017,Lower bound of forecast range,3.0
Wholesale poultry,June,2017,2017,Upper bound of forecast range,2.0
Wholesale poultry,June,2017,2017,Lower bound of forecast range,1.0
Wholesale poultry,May,2017,2017,Upper bound of forecast range,2.0
Farm-level eggs,February,2017,2017,Upper bound of forecast range,-4.0
Farm-level milk,November,2017,2017,Lower bound of forecast range,9.0
Farm-level eggs,April,2017,2017,Lower bound of forecast range,-5.5
Farm-level milk,December,2017,2017,Lower bound of forecast range,9.0
Wholesale dairy,March,2017,2017,Lower bound of forecast range,4.0
Wholesale dairy,October,2017,2017,Lower bound of forecast range,4.5
Wholesale dairy,October,2017,2017,Upper bound of forecast range,5.5
Wholesale dairy,November,2017,2017,Lower bound of forecast range,4.5
Wholesale dairy,November,2017,2017,Upper bound of forecast range,5.5
Wholesale dairy,December,2017,2017,Lower bound of forecast range,4.5
Wholesale dairy,September,2017,2017,Upper bound of forecast range,4.0
Wholesale dairy,September,2017,2017,Lower bound of forecast range,3.0
Wholesale dairy,August,2017,2017,Upper bound of forecast range,4.0
Wholesale dairy,August,2017,2017,Lower bound of forecast range,3.0
Wholesale dairy,May,2017,2017,Upper bound of forecast range,3.5
Wholesale dairy,May,2017,2017,Lower bound of forecast range,2.5
Wholesale dairy,April,2017,2017,Upper bound of forecast range,4.0
Wholesale dairy,April,2017,2017,Lower bound of forecast range,3.0
Wholesale dairy,March,2017,2017,Upper bound of forecast range,5.0
Wholesale dairy,January,2017,2017,Upper bound of forecast range,4.0
Wholesale dairy,January,2017,2017,Lower bound of forecast range,3.0
Wholesale dairy,February,2017,2017,Lower bound of forecast range,4.0
Wholesale dairy,June,2017,2017,Upper bound of forecast range,3.5
Farm-level soybeans,January,2017,2017,Lower bound of forecast range,1.0
Wholesale dairy,December,2017,2017,Upper bound of forecast range,5.5
Farm-level milk,December,2017,2017,Upper bound of forecast range,10.0
Wholesale dairy,July,2017,2017,Lower bound of forecast range,2.5
Wholesale dairy,July,2017,2017,Upper bound of forecast range,3.5
Farm-level milk,November,2017,2017,Upper bound of forecast range,10.0
Wholesale dairy,February,2017,2017,Upper bound of forecast range,5.0
Wholesale dairy,June,2017,2017,Lower bound of forecast range,2.5
Farm-level eggs,May,2018,2018,Mid point of prediction interval,65.8
Farm-level eggs,May,2018,2018,Lower bound of prediction interval,22.3
Farm-level eggs,June,2018,2018,Lower bound of prediction interval,8.9
Wholesale beef,October,2018,2018,Lower bound of prediction interval,-1.0
Farm-level eggs,June,2018,2018,Mid point of prediction interval,36.7
Farm-level eggs,June,2018,2018,Upper bound of prediction interval,84.9
Wholesale beef,October,2018,2018,Mid point of prediction interval,1.3
Wholesale beef,October,2018,2018,Upper bound of prediction interval,3.8
Farm-level eggs,July,2018,2018,Lower bound of prediction interval,6.0
Wholesale beef,September,2018,2018,Upper bound of prediction interval,4.8
Farm-level eggs,April,2018,2018,Upper bound of prediction interval,180.5
Farm-level eggs,May,2018,2018,Upper bound of prediction interval,140.4
Farm-level eggs,April,2018,2018,Mid point of prediction interval,78.9
Wholesale beef,December,2018,2018,Mid point of prediction interval,1.5
Wholesale beef,November,2018,2018,Mid point of prediction interval,1.3
Wholesale pork,January,2018,2018,Upper bound of prediction interval,16.8
Farm-level eggs,April,2018,2018,Lower bound of prediction interval,22.9
Wholesale pork,January,2018,2018,Mid point of prediction interval,-1.7
Wholesale pork,January,2018,2018,Lower bound of prediction interval,-16.7
Wholesale wheat flour,November,2018,2019,Upper bound of forecast range,-3.0
Wholesale wheat flour,November,2018,2019,Lower bound of forecast range,-4.0
Wholesale wheat flour,October,2018,2019,Upper bound of forecast range,-3.0
Wholesale wheat flour,October,2018,2019,Lower bound of forecast range,-4.0
Wholesale wheat flour,September,2018,2019,Upper bound of forecast range,-3.0
Wholesale wheat flour,September,2018,2019,Lower bound of forecast range,-4.0
Wholesale wheat flour,August,2018,2019,Upper bound of forecast range,-3.0
Wholesale wheat flour,August,2018,2019,Lower bound of forecast range,-4.0
Wholesale beef,November,2018,2018,Lower bound of prediction interval,-0.1
Wholesale wheat flour,July,2018,2019,Upper bound of forecast range,-3.0
Wholesale wheat flour,July,2018,2019,Mid point of prediction interval,2.6
Wholesale wheat flour,July,2018,2019,Upper bound of prediction interval,32.3
Wholesale wheat flour,August,2018,2019,Lower bound of prediction interval,-21.1
Wholesale wheat flour,August,2018,2019,Mid point of prediction interval,-0.2
Wholesale wheat flour,August,2018,2019,Upper bound of prediction interval,26.3
Wholesale wheat flour,September,2018,2019,Lower bound of prediction interval,-22.7
Wholesale wheat flour,September,2018,2019,Mid point of prediction interval,-3.4
Wholesale wheat flour,September,2018,2019,Upper bound of prediction interval,21.7
Wholesale beef,December,2018,2018,Upper bound of prediction interval,2.2
Farm-level eggs,July,2018,2018,Mid point of prediction interval,26.8
Wholesale beef,December,2018,2018,Lower bound of prediction interval,0.9
Wholesale beef,November,2018,2018,Upper bound of prediction interval,2.8
Wholesale wheat flour,July,2018,2019,Lower bound of forecast range,-4.0
Farm-level eggs,September,2018,2018,Lower bound of prediction interval,20.3
Wholesale beef,June,2018,2018,Upper bound of prediction interval,15.8
Wholesale beef,September,2018,2018,Mid point of prediction interval,1.1
Wholesale beef,January,2018,2018,Lower bound of prediction interval,-19.1
Wholesale wheat flour,October,2018,2019,Lower bound of prediction interval,-19.5
Wholesale wheat flour,October,2018,2019,Mid point of prediction interval,-0.1
Wholesale wheat flour,October,2018,2019,Upper bound of prediction interval,23.4
Wholesale wheat flour,November,2018,2019,Lower bound of prediction interval,-19.2
Wholesale wheat flour,November,2018,2019,Mid point of prediction interval,-1.7
Wholesale wheat flour,November,2018,2019,Upper bound of prediction interval,19.8
Wholesale wheat flour,December,2018,2019,Lower bound of prediction interval,-16.6
Wholesale wheat flour,December,2018,2019,Mid point of prediction interval,-0.2
Wholesale wheat flour,December,2018,2019,Upper bound of prediction interval,19.1
Farm-level eggs,July,2018,2018,Upper bound of forecast range,26.0
Farm-level eggs,July,2018,2018,Lower bound of forecast range,25.0
Farm-level eggs,June,2018,2018,Upper bound of forecast range,35.0
Farm-level eggs,June,2018,2018,Lower bound of forecast range,30.0
Farm-level eggs,May,2018,2018,Upper bound of forecast range,40.0
Farm-level eggs,May,2018,2018,Lower bound of forecast range,39.0
Farm-level eggs,April,2018,2018,Upper bound of forecast range,36.0
Farm-level wheat,December,2018,2019,Upper bound of forecast range,5.0
Farm-level wheat,December,2018,2019,Lower bound of forecast range,4.0
Farm-level cattle,December,2018,2018,Upper bound of prediction interval,-3.2
Farm-level cattle,December,2018,2018,Mid point of prediction interval,-3.9
Farm-level cattle,December,2018,2018,Lower bound of prediction interval,-4.5
Farm-level cattle,November,2018,2018,Upper bound of prediction interval,-2.5
Wholesale beef,January,2018,2018,Mid point of prediction interval,-5.4
Farm-level eggs,August,2018,2018,Upper bound of prediction interval,66.8
Wholesale beef,January,2018,2018,Upper bound of prediction interval,11.0
Wholesale beef,February,2018,2018,Mid point of prediction interval,-3.7
Wholesale beef,September,2018,2018,Lower bound of prediction interval,-2.2
Wholesale beef,August,2018,2018,Upper bound of prediction interval,7.2
Wholesale beef,August,2018,2018,Mid point of prediction interval,2.1
Wholesale beef,August,2018,2018,Lower bound of prediction interval,-2.3
Wholesale beef,July,2018,2018,Upper bound of prediction interval,13.5
Wholesale beef,July,2018,2018,Mid point of prediction interval,6.4
Wholesale beef,July,2018,2018,Lower bound of prediction interval,0.3
Wholesale pork,February,2018,2018,Lower bound of prediction interval,-14.7
Wholesale beef,June,2018,2018,Mid point of prediction interval,6.9
Wholesale beef,June,2018,2018,Lower bound of prediction interval,-0.7
Wholesale beef,May,2018,2018,Upper bound of prediction interval,11.6
Farm-level eggs,August,2018,2018,Mid point of prediction interval,36.3
Farm-level eggs,August,2018,2018,Lower bound of prediction interval,17.3
Farm-level eggs,July,2018,2018,Upper bound of prediction interval,60.7
Wholesale beef,May,2018,2018,Mid point of prediction interval,1.6
Wholesale beef,May,2018,2018,Lower bound of prediction interval,-6.8
Wholesale beef,April,2018,2018,Upper bound of prediction interval,15.7
Wholesale beef,April,2018,2018,Mid point of prediction interval,3.8
Wholesale beef,April,2018,2018,Lower bound of prediction interval,-6.4
Wholesale beef,March,2018,2018,Upper bound of prediction interval,10.9
Wholesale beef,March,2018,2018,Mid point of prediction interval,-2.1
Wholesale beef,March,2018,2018,Lower bound of prediction interval,-13.0
Wholesale beef,February,2018,2018,Upper bound of prediction interval,10.8
Wholesale beef,February,2018,2018,Lower bound of prediction interval,-15.8
Wholesale pork,February,2018,2018,Mid point of prediction interval,-1.0
Wholesale pork,April,2018,2018,Lower bound of prediction interval,-15.4
Wholesale pork,March,2018,2018,Lower bound of prediction interval,-16.5
Wholesale poultry,March,2018,2018,Mid point of prediction interval,-4.8
Wholesale poultry,March,2018,2018,Lower bound of prediction interval,-11.3
Wholesale poultry,February,2018,2018,Upper bound of prediction interval,1.8
Wholesale poultry,February,2018,2018,Mid point of prediction interval,-6.6
Wholesale poultry,February,2018,2018,Lower bound of prediction interval,-14.1
Wholesale poultry,January,2018,2018,Upper bound of prediction interval,2.8
Wholesale poultry,January,2018,2018,Mid point of prediction interval,-6.9
Wholesale poultry,January,2018,2018,Lower bound of prediction interval,-15.4
Farm-level eggs,December,2018,2018,Upper bound of forecast range,36.0
Farm-level eggs,December,2018,2018,Lower bound of forecast range,35.0
Wholesale poultry,March,2018,2018,Upper bound of prediction interval,2.6
Farm-level eggs,November,2018,2018,Mid point of prediction interval,30.2
Farm-level eggs,October,2018,2018,Upper bound of prediction interval,44.0
Farm-level eggs,October,2018,2018,Mid point of prediction interval,29.9
Farm-level eggs,October,2018,2018,Lower bound of prediction interval,20.4
Farm-level eggs,September,2018,2018,Upper bound of prediction interval,56.4
Farm-level milk,January,2018,2018,Lower bound of forecast range,0.0
Farm-level milk,January,2018,2018,Upper bound of forecast range,1.0
Farm-level milk,February,2018,2018,Lower bound of forecast range,-2.0
Farm-level eggs,November,2018,2018,Upper bound of forecast range,32.0
Farm-level eggs,November,2018,2018,Lower bound of forecast range,31.0
Farm-level eggs,October,2018,2018,Upper bound of forecast range,31.0
Farm-level eggs,November,2018,2018,Lower bound of prediction interval,24.1
Wholesale poultry,April,2018,2018,Lower bound of prediction interval,-11.2
Wholesale poultry,April,2018,2018,Mid point of prediction interval,-5.4
Wholesale poultry,April,2018,2018,Upper bound of prediction interval,1.2
Wholesale poultry,September,2018,2018,Upper bound of prediction interval,-4.0
Wholesale poultry,October,2018,2018,Lower bound of prediction interval,-7.9
Wholesale poultry,October,2018,2018,Mid point of prediction interval,-6.7
Wholesale poultry,October,2018,2018,Upper bound of prediction interval,-5.5
Wholesale poultry,November,2018,2018,Lower bound of prediction interval,-7.2
Wholesale poultry,November,2018,2018,Mid point of prediction interval,-6.6
Wholesale poultry,November,2018,2018,Upper bound of prediction interval,-5.8
Wholesale poultry,December,2018,2018,Lower bound of prediction interval,-7.2
Wholesale poultry,December,2018,2018,Mid point of prediction interval,-6.9
Wholesale poultry,September,2018,2018,Mid point of prediction interval,-5.9
Wholesale poultry,September,2018,2018,Lower bound of prediction interval,-7.7
Wholesale poultry,December,2018,2018,Upper bound of prediction interval,-6.6
Wholesale poultry,August,2018,2018,Mid point of prediction interval,-4.8
Wholesale poultry,August,2018,2018,Lower bound of prediction interval,-7.3
Wholesale poultry,July,2018,2018,Upper bound of prediction interval,-2.5
Wholesale poultry,July,2018,2018,Mid point of prediction interval,-5.9
Wholesale poultry,July,2018,2018,Lower bound of prediction interval,-9.1
Wholesale poultry,June,2018,2018,Upper bound of prediction interval,0.7
Wholesale poultry,June,2018,2018,Mid point of prediction interval,-3.8
Wholesale poultry,June,2018,2018,Lower bound of prediction interval,-7.7
Wholesale poultry,May,2018,2018,Upper bound of prediction interval,3.1
Wholesale poultry,May,2018,2018,Mid point of prediction interval,-2.6
Wholesale poultry,May,2018,2018,Lower bound of prediction interval,-7.6
Farm-level eggs,October,2018,2018,Lower bound of forecast range,30.0
Wholesale pork,February,2018,2018,Upper bound of prediction interval,15.7
Farm-level eggs,September,2018,2018,Upper bound of forecast range,31.0
Farm-level milk,February,2018,2018,Upper bound of forecast range,-1.0
Wholesale pork,August,2018,2018,Lower bound of prediction interval,-9.1
Wholesale pork,July,2018,2018,Upper bound of prediction interval,1.0
Wholesale pork,July,2018,2018,Mid point of prediction interval,-5.6
Farm-level eggs,September,2018,2018,Mid point of prediction interval,34.5
Farm-level eggs,January,2018,2018,Upper bound of prediction interval,218.3
Farm-level eggs,February,2018,2018,Lower bound of prediction interval,-21.8
Wholesale pork,July,2018,2018,Lower bound of prediction interval,-11.2
Wholesale pork,June,2018,2018,Upper bound of prediction interval,2.7
